FMID;MarketName;Website;street;city;zip;Season1Date;x;y
386236353;Pod Messalkö;no data;Krakowskie Przedmieúcie 20/22;Warszawa;no data;no data;21.0175403;52.2392833
386247489;Salad Story;no data; ;no data;no data;no data;21.0197802;52.2234681
388367600;Trattoria;http://www.trattoriazabrze.pl/;Grunwaldzka 46;Zabrze;41-819;no data;18.7584639;50.3115821
389387739;Bar pod OstrÍønikiem;no data; ;no data;no data;no data;19.4033513;50.6757636
390308174;Meta;no data;Aleja Jana Paw≥a II 20;Radzymin;05-250;no data;21.178107;52.4149952
390960343;U Micha≥a;no data; 27B;no data;no data;"Su-Th 12:00-12:00; Fr-Sa 12:00-22:00";16.2996982;52.1574681
394576131;Dworek Pod Lipami;http://www.dworekpodlipami.katowice.pl;Plac Pod Lipami 1;Katowice;40-467;no data;19.0670677;50.2221554
395416768;Bar Verde I;no data;Solec 81b;Warszawa;no data;no data;21.0334563;52.2344518
395416778;Da Grasso;no data;Solec 81b;Warszawa;no data;no data;21.0313968;52.2339156
395416782;Dobre Jedzenie;no data;Solec 81b;Warszawa;no data;no data;21.0324591;52.2342033
395416785;Grando Pierogi;no data;Solec 81b;Warszawa;no data;no data;21.0329344;52.2342999
395474412;Satori;no data;Aleja StanÛw Zjednoczonych 72;Warszawa;no data;no data;21.0853215;52.2434374
396218740;Peron 8;no data;Kijowska 11;Warszawa;03-738;10:00-23:00;21.0495027;52.2534447
396323580;UPSS;no data;Marynarska ;no data;no data;no data;21.0009567;52.1780158
396323583;Carrefour Express;no data;Wo≥oska 88;Warszawa;no data;no data;21.0008894;52.2013914
396433557;El Popo;no data;Senatorska 29;Warszawa;no data;no data;21.0073996;52.2435497
396433564;Tshingis Chan - Cesarski Pa≥ac;no data;Wierzbowa 11;Warszawa;no data;no data;21.0077678;52.2435886
396433566;Sakana Sushi;http://sakana.pl/warszawa-moliera/;Moliera 43986;Warszawa;no data;"Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 12:00-23:00; Su 13:00-22:00";21.0115953;52.2443045
396433569;Bar Mleczny;no data;Moliera 8;Warszawa;no data;no data;21.0113517;52.2446264
398410851;Conquistador;no data;Nowy åwiat 66;Warszawa;no data;no data;21.018294;52.2367153
398410862;La Cantina del Nuovo Mondo;no data;Nowy åwiat 64;Warszawa;no data;no data;21.0183427;52.2364499
398410866;Oliva;https://restauracjaoliva.pl/;Ordynacka 44175;Warszawa;00-358;Mo-Su 12:00-23:00;21.0199114;52.2359816
398523580;Parana;no data;Marsza≥kowska 68/70;Warszawa;00-545;no data;21.0149585;52.2253773
398994477;"Restauracja ""La Grappa""";http://lagrappa.pl/;JÛzefa Pi≥sudskiego 26;Konstancin-Jeziorna;05-510;Mo-Tu 12:00-21:00, Fr-Sa 12:00-23:00, Su 12:00-21:00;21.1205995;52.0870864
398994508;Naleúnikarnia;no data; ;no data;no data;no data;21.1208855;52.0861436
398994521;Szwajcarska;no data; ;no data;no data;no data;21.1200926;52.0839665
399066532;WÛdka Gessler na widelcu;http://gessler.pl/;Warszawska 3;Konstancin-Jeziorna;no data;no data;21.1185265;52.0921713
399097879;MrÛwka;no data;Przekorna 33;Warszawa;no data;no data;21.0965721;52.1226796
399205577;Castello;no data; ;no data;no data;no data;21.0788376;52.1747227
399205601;Kuünia KrÛlewska;no data; ;no data;no data;no data;21.085616;52.1659634
400371894;Il Caminetto;no data;ZwyciÍzcÛw 46;Warszawa;03-938;no data;21.0675704;52.233318
403281571;Stara Wartownia;no data; ;no data;no data;"Mo-Fr 15:00-22:00; Sa,Su 13:00-23:00";18.763838;50.2905237
408810355;Wana Sushi;http://wanasushi.pl;Nowy åwiat 61;Warszawa;no data;Mo-Su 12:00-23:00;21.0178301;52.2366426
408810357;OTO! Sushi;https://www.oto-sushi.pl/;Nowy åwiat 46;Warszawa;00-363;"Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-23:00";21.0189671;52.2346551
408810359;Pomodoro;no data;Nowy åwiat 44;Warszawa;no data;no data;21.0190422;52.2345054
410598619;Da Grasso;no data;JÛzefa Ignacego Kraszewskiego 48;PruszkÛw;05-803;no data;20.8072585;52.1635632
410706947;Bistro Tuscana;no data; ;no data;no data;no data;21.0564305;52.2311108
410712853;MayMay Wietnamski Bar Restauracyjny;no data; ;no data;no data;no data;21.0783357;52.2341517
410715162;Bukieteria Roma;no data; ;no data;no data;no data;21.0209876;52.2248457
410902809;Stara £aünia;no data; ;no data;no data;no data;19.9492924;52.1102312
411815417;Laguna;no data; ;no data;no data;no data;17.5684582;53.6949269
415717002;Karczma Rzym;no data; ;no data;no data;no data;14.5372487;53.4667997
416167870;MonteMarco;no data; ;no data;no data;no data;20.913147;52.211322
416184556;Tanger Pizza;no data; ;no data;no data;no data;20.9267639;52.1605761
416554666;Teatr Sushi;no data;Plac Teatralny 1;Warszawa;no data;no data;21.0109478;52.2427562
416554670;Michel Moran Restaurant / Bistro de Paris;no data;Plac marsza≥ka JÛzefa Pi≥sudskiego 9;Warszawa;00-073;no data;21.0116116;52.2431023
416555531;Pizzeria Trattoria;no data; ;no data;no data;no data;21.0097009;52.2287736
416560093;Trattoria Ruccola;no data;Miodowa 1;Warszawa;00-080;no data;21.0130479;52.2459967
416560106;Przy Zamku;http://restauracjaprzyzamku.pl;åwiÍtojaÒska 1;Warszawa;no data;Mo-Su 10:00-00:00;21.0136773;52.2480928
416560107;Polka;no data;åwiÍtojaÒska 2;Warszawa;no data;no data;21.0137809;52.248254
416587760;LIF;http://restauracja-lif.pl/;Aleja Niepodleg≥oúci 80;Warszawa;no data;Mo-Su 10:00-21:00;21.0141766;52.196262
416590701;L'Estaminet;no data;Ostrobramska 36;Warszawa;no data;no data;21.1198109;52.2331795
416593548;Il Pastaio;no data;GrÛjecka 27;Warszawa;no data;no data;20.9856944;52.2208158
417909708;Kebab Ali Baba;no data;3 Maja 31;Zawiercie;42-400;no data;19.4237002;50.4824207
417927815;Cafetin;no data; ;no data;no data;no data;20.83744;51.0673352
420160114;Smaøalnia ryb;no data; ;no data;no data;no data;15.7428668;50.8181627
420257120;Goúciniec Julinek;no data; ;no data;no data;no data;20.5813575;52.2691883
426709850;Pizza Przy Politechnice;no data; ;no data;no data;no data;21.0100074;52.2216478
427500995;Pod Samolotem;no data; ;no data;no data;no data;21.8748481;49.819944
427637680;TGI Friday's;no data; ;no data;no data;no data;20.9949583;52.238758
430266129;Bee-Jay's;no data;Stary Rynek 87;PoznaÒ;no data;no data;16.933152;52.4089454
430266132;Cocorico;http://cocorico.pl/;åwiÍtos≥awska 9;PoznaÒ;61-840;10:00-23:00;16.9340993;52.4068825
430552654;Oaza;no data; ;no data;no data;no data;16.8273603;52.462372
430552658;Ratuszova;no data; ;no data;no data;"Mo-Sa 12:00-23:00; Su 12:00-21:00";16.9340788;52.407551
430552660;Pyszna Kuchnia;no data; ;no data;no data;12:00-23:00;16.9338099;52.4075798
430552663;Tapas Bar;http://tapas.pl;Stary Rynek 60;PoznaÒ;no data;no data;16.9335068;52.4076129
430552671;Dubrovnik;no data; ;no data;no data;no data;16.9329982;52.4076676
430552676;Ludwiku do rondla;no data;Woüna 43892;PoznaÒ;no data;no data;16.9356621;52.4081002
430552683;Restauracja Przy Bamberce;https://www.bamberka.com.pl/;Stary Rynek 2;PoznaÒ;61-772;Mo-Su 12:00-22:00;16.9335239;52.4085558
430552685;Wielkie øarcie;https://www.facebook.com/wielkiezarciepoznan; ;no data;no data;"Mo-Th 12:00-00:00; Fr-Sa 12:00-03:00; Su 12:00-22:00";16.9321323;52.4089924
430552806;Czerwone Sombrero;no data; ;no data;no data;no data;16.9341536;52.4088536
430552813;Miú Gastro Bar;https://pl-pl.facebook.com/MIå-Gastro-Bar-PoznaÒ-453041721487839/; ;no data;no data;no data;16.9345247;52.4077242
430552818;Czerwona Papryka;http://www.czerwonapapryka.com.pl/; ;no data;no data;no data;16.9345385;52.4077872
430552822;Restauracja Rynek 95;http://rynek95.pl/; ;no data;no data;no data;16.9342367;52.4088493
430552830;PiÛro Feniksa;http://piorofeniksa.pl/; ;no data;no data;"Su-Th 11:00-23:00; Fr-Sa 11:00-01:00";16.9325157;52.408305
430552831;Whiskey in The Jar;https://whiskeyinthejar.pl/;Stary Rynek 99/100;PoznaÒ;no data;13:00-01:00;16.9346761;52.4088102
430552837;BulwaR;http://www.bulwarrestauracja.pl/;Stary Rynek 37;PoznaÒ;61-772;Mo-Su 11:00-23:00;16.9349082;52.4087036
430552838;Pod Kozio≥kiem;no data; ;no data;no data;no data;16.9347487;52.4084075
431337276;Lavenda Caffe & Lunch;http://lavenda-cafelunch.pl; ;no data;no data;"Mo-We 08:00-22:00; Th-Sa 08:00-23:00; Su 08:00-22:00";16.9354613;52.4074731
431337306;Da Luigi;http://www.daluigi.pl/; ;no data;no data;"Mo-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-20:00";16.9355291;52.4081103
431337308;DÈj? Vu;http://dejavupoznan.eu/; ;no data;no data;"Su-Mo from 12:00; Tu-Sa from 11:00";16.9355876;52.4079713
431337329;The Mexican;no data; ;no data;no data;no data;16.9358051;52.40923
431337332;Zindo Sushi;https://www.zindo.pl/; ;no data;no data;Mo-Su 12:00-22:00;16.9350761;52.4092356
431337334;Shisha Beirut;http://www.shishabeirut.pl/; ;no data;no data;no data;16.934867;52.4092869
431337413;Pika Pika tapas bar y vino;https://www.facebook.com/PIKA.PIKA.TAPAS.BAR; ;no data;no data;"Mo-Th 14:00-24:00; Fr-Sa 13:00-03:00; Su 17:00-23:00";16.932408;52.4090686
431913437;Wiejskie Jad≥o;no data; ;no data;no data;no data;16.9323766;52.4083316
431913450;Shemo na Murnej;no data; ;no data;no data;no data;16.9311674;52.4073678
431913462;Olivio;http://oliviopoznan.pl/;åwiÍtos≥awska 11;PoznaÒ;no data;"Mo off; Tu-Sa 12:00-22:00; Su 12:00-19:00";16.9341652;52.4070767
431913468;Bistro Szarlotta;http://szarlotta.pl/; ;no data;no data;no data;16.9342333;52.4072462
431913524;Czekolada;no data; ;no data;no data;no data;16.9326987;52.406101
431913538;Mozaika;no data; ;no data;no data;no data;16.9328724;52.4063991
432563854;Antonio;no data; ;no data;no data;no data;19.4271112;51.7765501
432598024;Bawe≥na;no data;Ogrodowa 19;£Ûdü;91-065;no data;19.4497837;51.7794671
433271638;Zajazd Odra;no data;18;no data;74-505;no data;14.2848074;52.785361
434309762;Pod èrÛd≥em;no data; ;no data;no data;no data;19.0446688;49.7601332
441323246;Tawerna Strand;no data; ;no data;no data;no data;18.4117111;54.7222516
442044769;Adona;http://www.adona.net.pl/; ;no data;no data;Mo-Su 10:00-22:00;19.051485;49.8238267
442047595;Piramida;no data;Plac Franciszka Smolki 5;Bielsko-Bia≥a;43-300;12:00-24:00;19.0462003;49.8225077
442663055;JÍdrusiowa Izba;no data; ;no data;no data;no data;19.1641717;50.5783366
442664392;Gospoda u Karola;no data; ;no data;no data;no data;19.1282194;50.6756782
442665599;Goúciniec leúny;no data; ;no data;no data;no data;19.3053739;51.0150496
442666098;Restauracja pausa w≥oska;no data;Ca≥a 45g;PiotrkÛw Trybunalski;97-300;no data;19.6814925;51.4415398
443384024;Marco Polo House;http://www.marcopolohouse.pl/;Kremowa 63;Warszawa;02-969;"Mo-Sa 12:00-23:00;Su 12:00-22:00";21.0971396;52.1268722
443648751;Goúciniec Zacisze;no data; ;no data;no data;no data;18.8256361;52.0765205
443704293;Bar Babilon;no data; ;no data;no data;no data;18.6687719;49.8220363
444756277;"Zajazd ""Aldora""";no data;19;Ba≥achy;83-424;no data;17.8022386;54.0886497
444768347;Szuwarek;no data; ;no data;no data;May-Sep 12:00-20:00;17.6360819;54.0365593
447980009;Kamienne Schodki;no data;Rynek Starego Miasta 26;Warszawa;no data;no data;21.0121804;52.2503785
447980012;Arkadia 1813;no data;Rynek Starego Miasta 18;Warszawa;no data;no data;21.0124312;52.2501174
447980014;U Barssa 1853;http://www.ubarssa.pl/;Rynek Starego Miasta 14;Warszawa;00-272;no data;21.0125653;52.2500328
447980016;Cafe Rynek;no data;Rynek Starego Miasta 41974;Warszawa;no data;no data;21.0126606;52.2499639
447986146;Pod Go≥Íbiami;no data; ;no data;no data;no data;21.0130014;52.248231
447986151;U Fukiera;https://www.ufukiera.pl/;Rynek Starego Miasta 27;Warszawa;no data;no data;21.0115462;52.2496609
447986168;Stacja Rynek;no data;Rynek Starego Miasta 15;Warszawa;no data;no data;21.0120865;52.2491708
447986169;Jacek i Placek Zaköskowo;no data;Rynek Starego Miasta 43891;Warszawa;no data;no data;21.0128545;52.2494567
447986173;Bazyliszek;http://www.bazyliszek.waw.pl/;Rynek Starego Miasta 44017;Warszawa;00-272;Mo-Su 11:00-23:00;21.0126704;52.2494622
447986181;Zapiecek;http://www.restauracjazapiecek.pl;Piwna 32;Warszawa;no data;no data;21.0118271;52.2490415
447986186;Kmicic;https://kmicicrestauracja.pl/; ;no data;no data;no data;21.0116952;52.248939
447986192;Pod Herbami;no data; ;no data;no data;no data;21.0118682;52.248737
447986198;Zapiecek;http://www.zapiecek.eu;åwiÍtojaÒska 13;Warszawa;no data;Mo-Su 11:00-23:00;21.0131871;52.2484967
448025899;Przy Dunaju;no data;Wöski Dunaj 2;Warszawa;no data;no data;21.0111894;52.2498448
448025914;Na Prowincji;no data; ;no data;no data;no data;21.0110259;52.2502693
448025916;Pierogi z Pieca;no data; ;no data;no data;no data;21.010813;52.2504534
448025926;Podwale;http://www.podwale25.pl;Podwale 25;no data;00-261;"Mo-Sa 11:00-01:00; Su 12:00-00:00";21.009374;52.2500174
448025927;The Mexican;no data; ;no data;no data;no data;21.009689;52.2504869
448025935;Maryensztadt Craft Beer & Food;http://www.browarmaryensztadt.pl;Szeroki Dunaj 11;Warszawa;no data;no data;21.0099781;52.2498319
448025940;Stolica;no data;Szeroki Dunaj 1;Warszawa;no data;no data;21.0103628;52.2494742
448025945;Gospoda Kwiaty Polskie;gospoda.nazwa.pl/home-page/;Wöski Dunaj 4;Warszawa;no data;11:00-23:00;21.0109456;52.2497141
448091859;U PrzyjaciÛ≥;no data; ;no data;no data;no data;21.1032969;52.2433009
448091861;U Anio≥Ûw Pierogarnia;no data;Plac Piotra Szembeka 8;Warszawa;no data;"Mo-Fr 10:00-20:00; Sa-Su 12:00-20:00";21.1034157;52.243559
448093778;Sekret;no data;Jezuicka 43891;Warszawa;no data;no data;21.0131688;52.2494597
448447261;Bastylia;no data;Mokotowska ;no data;00-640;no data;21.0173736;52.2193807
448785083;Maltanka;http://www.maltankapoznan.com;Jana Paw≥a II 1;PoznaÒ;no data;no data;16.9570084;52.4085015
452919747;Leniwa Gospodyni;no data; ;no data;no data;no data;21.0133174;52.2200763
453231192;Masala Magic;no data; ;no data;no data;no data;21.0854479;52.2378191
454543695;Restauracja;no data; ;no data;no data;no data;14.2032941;52.8790882
455046042;Lezzetli;no data; ;no data;no data;no data;18.6464756;54.3553402
457175841;U Jankiela;no data; ;GrabÛw n. Pilicö;no data;no data;21.2290272;51.7200282
457179040;Biesiadowo;no data; ;no data;no data;no data;21.1823762;51.7855322
457281560;Pod Zegarem;no data;Piekarska 20;Warszawa;no data;no data;21.0108332;52.2484606
457296815;Hana Sushi;no data; ;no data;no data;"Mo-Sa 11:00-22:00; Su 12:00-21:00";20.9829476;52.2563713
457296816;Pizza Hut;no data; ;no data;no data;no data;20.9832781;52.2565073
457296878;Street;http://www.arkadia.com.pl//W/do/centre/fiche-boutique-street; ;no data;no data;no data;20.9842837;52.2561963
457296879;Bierhalle;http://www.arkadia.com.pl//W/do/centre/fiche-boutique-bierhalle; ;no data;no data;no data;20.9844788;52.2559493
457393354;Portretowa;https://restauracjaportretowa.pl/; ;no data;no data;no data;21.0109346;52.2485262
457698366;"Pizzeria ""Vegas""";no data; ;no data;no data;no data;21.7159702;49.7171105
458434585;Bar Galon;no data; ;no data;no data;no data;20.8592418;52.2163983
458449320;Bar Pod Arkadami;http://www.spolem-gss.com.pl/bpark.html;Plac Cyryla Ratajskiego 10;PoznaÒ;no data;"Mo-Fr 10:00-18:00; Sa-Su 10:00-17:00";16.9250097;52.4094856
458449662;W Bramie;https://www.facebook.com/pizzawbramie;Aleksandra Fredry 7;PoznaÒ;no data;Mo-Sa 10:00-23:00, Su 12:00-24:00;16.9193711;52.4091729
458470843;Restauracja Rycerska;no data; ;no data;no data;Mo-Su 07:00-22:00;16.9841236;52.4036631
460030412;Barbakan;no data; ;no data;no data;no data;21.0087762;52.2508935
460030415;Pod Samsonem;no data; ;no data;no data;Mo-Su 10:00-23:00;21.0087131;52.2510088
460030434;Pasieka;http://www.restauracja-pasieka.pl/;Freta 44081;Warszawa;00-227;"Mo-Fr 10:00-23:00; Sa-Su 12:00-00:00";21.0084462;52.2511994
460030440;Zapiecek;http://www.zapiecek.eu/main.html;D≥uga 44171;no data;00-400;Mo-Su 11:00-23:00;21.0086955;52.250787
460049619;Gospoda Pod Kogutem;no data;Freta 48;Warszawa;no data;no data;21.0073044;52.2533071
460049621;Enoteka;http://enotekawarszawska.pl/;Rynek Nowego Miasta 13/15;Warszawa;00-229;Mo-Su 09:00-22:00;21.007659;52.2528708
460049630;Boruta;https://www.restauracja-boruta.com.pl/;Freta 38;Warszawa;00-227;no data;21.0078067;52.2523296
460050244;Freta 33;https://freta33.pl/;Freta 33/35;Warszawa;00-227;Mo-Su 12:00+;21.0074553;52.2525626
460050245;Fret@ Porter;no data;Freta 37;Warszawa;00-227;Mo-Su 11:00-23:00;21.0073536;52.2527106
460072776;Honoratka;no data; ;no data;no data;no data;21.0095655;52.247394
460072819;Przysmaki Warszawy;no data;Krakowskie Przedmieúcie 11;Warszawa;no data;no data;21.0157074;52.2410117
460072827;Browarmia KrÛlewska;http://www.browarmia.pl/;KrÛlewska 1;Warszawa;no data;"Mo 13:00-22:00; Tu-Th 13:00-23:00; Fr-Sa 13:00-00:00; Su 13:00-21:00";21.016122;52.2405483
460085678;Pizza & Pasta;http://freta12.pl/;Freta 12;Warszawa;00-227;no data;21.0087237;52.2513303
460085689;U Pana Micha≥a;no data;Freta 43986;Warszawa;no data;Mo-Su 09:00-22:00;21.0093932;52.2508615
460246849;OleÒka na StarÛwce;no data; ;no data;no data;no data;15.5658047;51.2629167
461166147;Orientalne Smaki;no data;Walecznych 61;Warszawa;no data;no data;21.0633441;52.2367651
461166156;Porto Massimo;no data;ZwyciÍzcÛw 32;Warszawa;no data;"Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00";21.0594246;52.2318832
461166191;Pizzeria na Winklu;no data;ZakopiaÒska 32;Warszawa;no data;no data;21.0545397;52.2311069
461166230;Pizzeria Renesans;no data;Francuska 33;Warszawa;no data;no data;21.0531296;52.2353912
461705825;La Nonna;no data; ;no data;no data;no data;16.5123178;50.4042234
461924507;Bliss;no data; ;no data;no data;no data;16.5126062;50.405056
463207447;Pizza King;http://www.pizza-king.pl/; ;no data;no data;"Su-Th 11:00-22:00; Fr-Sa 11:00-23:00";14.5509939;53.4295821
464559492;Polskie Smaki;no data; ;no data;no data;no data;16.5123601;50.405258
465226428;Da Grasso;https://www.dagrasso.pl/warszawa-rembertow/kontakt;"Aleja Genera≥a Antoniego Chruúciela ""Montera"" 38";no data;no data;no data;21.1626992;52.2596694
465233123;Pizzeria Centro;no data; ;no data;no data;no data;21.1598853;52.2584438
468342136;Przy Kolejce;no data; ;no data;no data;no data;22.9826736;54.0209769
469202646;Restauracja Carska;http://www.carska.pl/; ;no data;no data;no data;23.8735754;52.6902102
469203646;Unikat;no data; ;no data;no data;no data;23.8564038;52.7018082
469768471;Karczma Ch≥opska;no data; ;no data;no data;no data;16.1582655;51.2923992
469900704;Pizza Hut;https://www.magnoliapark.pl/sklepy/pizza-hut; ;no data;no data;no data;16.9915388;51.120388
469982406;Fregata;no data; ;no data;no data;no data;21.0622882;52.2396369
469982443;La gnoccheria;no data; ;no data;no data;no data;21.0550384;52.2315086
470003552;Pinsa;no data;Francuska 6;Warszawa;no data;no data;21.0557356;52.2322323
470003563;Rendez-Vous;no data;Francuska 24;Warszawa;no data;no data;21.0544362;52.2343378
471020488;Rosario's;no data; ;no data;no data;no data;19.3891597;51.7443203
471535980;Pub Tawerna;no data; ;no data;no data;no data;14.2664385;53.9098833
471873388;Bazylia PIZZERIA RESTAURACJA;http://bazylia-chojnice.pl/kontakt;Huberta Wagnera 1;Chojnice;89-600;"Mo-Su 11:00-22:00; Sa 13:00-22:00";17.5696814;53.6992444
471887072;Fabryka;no data;Adama Mickiewicza 12A;Chojnice;89-600;no data;17.561514;53.6972157
472366923;Restauracja;no data; ;no data;no data;no data;16.5737114;53.2475404
472382183;Vikos;no data; ;no data;no data;no data;16.1900501;51.2075949
472486833;Alte M¸hle;no data; ;no data;no data;no data;21.5392255;53.67362
473496055;Chlopskie Jadlo;no data;Koletek 2;KrakÛw;no data;no data;19.9401857;50.0522822
475360636;JÍdrek;no data; ;no data;no data;no data;19.4548006;51.7740648
475360641;Komediowa;https://www.facebook.com/pg/komediowa/about/?ref=page_internal;Piotrkowska 12;£Ûdü;90-273;no data;19.4552911;51.774854
475361511;La Mia Denise;no data; ;no data;no data;no data;19.4564999;51.7697915
475361512;Servantka;no data;Piotrkowska 55;£Ûdü;no data;no data;19.4552652;51.769511
475362643;Varoska;no data; ;no data;no data;no data;19.45807;51.7689364
475362644;Ch≥opska Izba;no data; ;no data;no data;"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00, Su 12:00-22:00";19.4562999;51.7685978
